%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1480963726089014684,147,1480963726077133893,/gps,0,1,42.2932003333,-71.2639421667,31.0,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963727089567086,148,1480963727076442003,/gps,0,1,42.2931975,-71.2639531667,31.0,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963728090264505,149,1480963728076231002,/gps,0,1,42.2931961667,-71.2639648333,31.0,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963729090835664,150,1480963729078665018,/gps,0,1,42.2931951667,-71.2639768333,31.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963730091340649,151,1480963730079431056,/gps,0,1,42.2931935,-71.263985,31.6,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963731091615823,152,1480963731081716060,/gps,0,1,42.2931908333,-71.2639946667,31.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963732091944386,153,1480963732078759908,/gps,0,1,42.2931876667,-71.2640045,31.4,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963733092431620,154,1480963733076710939,/gps,0,1,42.2931851667,-71.2640148333,31.6,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963734093012222,155,1480963734074763059,/gps,0,1,42.2931825,-71.264026,31.6,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963735093559178,156,1480963735080955982,/gps,0,1,42.293181,-71.2640371667,31.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963736094246729,157,1480963736081300020,/gps,0,1,42.2931803333,-71.2640486667,31.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963737094511027,158,1480963737081846952,/gps,0,1,42.2931803333,-71.2640605,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963738094845783,159,1480963738082601070,/gps,0,1,42.2931791667,-71.2640671667,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963739095501310,160,1480963739079488039,/gps,0,1,42.293177,-71.2640753333,32.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963740095867723,161,1480963740080162048,/gps,0,1,42.2931753333,-71.2640863333,32.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963741096240318,162,1480963741079407930,/gps,0,1,42.2931731667,-71.264097,31.7,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963742096256403,163,1480963742083167076,/gps,0,1,42.2931711667,-71.2641093333,31.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963743096630628,164,1480963743081844091,/gps,0,1,42.2931693333,-71.2641213333,30.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963744097031651,165,1480963744079758882,/gps,0,1,42.2931691667,-71.264134,30.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963745097217911,166,1480963745074620008,/gps,0,1,42.2931681667,-71.264146,30.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963746097482596,167,1480963746076423883,/gps,0,1,42.2931675,-71.2641591667,30.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963747097771162,168,1480963747076380014,/gps,0,1,42.293165,-71.2641733333,31.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963748097950100,169,1480963748079639911,/gps,0,1,42.2931645,-71.2641868333,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963749098199225,170,1480963749080087900,/gps,0,1,42.2931651667,-71.264199,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963750098487168,171,1480963750081123113,/gps,0,1,42.2931676667,-71.2642098333,31.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963751098667943,172,1480963751079292058,/gps,0,1,42.2931713333,-71.2642206667,31.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963752099125086,173,1480963752078135967,/gps,0,1,42.2931741667,-71.264231,31.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963753099335277,174,1480963753081826925,/gps,0,1,42.2931778333,-71.2642418333,31.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963754099514748,175,1480963754082498073,/gps,0,1,42.2931813333,-71.2642503333,32.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963755100194836,176,1480963755082442045,/gps,0,1,42.2931853333,-71.2642591667,32.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963756100386073,177,1480963756076896905,/gps,0,1,42.2931915,-71.2642688333,32.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963757100703152,178,1480963757079916000,/gps,0,1,42.2931971667,-71.2642776667,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963758101007801,179,1480963758077641963,/gps,0,1,42.2932031667,-71.2642863333,32.4,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963759101224648,180,1480963759079195976,/gps,0,1,42.2932115,-71.2642951667,32.3,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963760101487781,181,1480963760078274965,/gps,0,1,42.293219,-71.2643048333,32.1,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963761101682738,182,1480963761078270912,/gps,0,1,42.2932253333,-71.264313,32.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963762101931308,183,1480963762078093051,/gps,0,1,42.2932303333,-71.2643205,32.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963763102129928,184,1480963763075606107,/gps,0,1,42.2932365,-71.2643275,32.2,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963764102446337,185,1480963764077619075,/gps,0,1,42.2932451667,-71.2643331667,32.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963765102660015,186,1480963765077270030,/gps,0,1,42.2932538333,-71.2643375,32.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963766102918591,187,1480963766079416036,/gps,0,1,42.2932618333,-71.2643408333,32.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963767103112060,188,1480963767077601909,/gps,0,1,42.2932645,-71.2643435,32.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963768103340207,189,1480963768077991008,/gps,0,1,42.293265,-71.264353,32.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963769103787783,190,1480963769081480979,/gps,0,1,42.2932706667,-71.2643588333,33.1,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963770103823770,191,1480963770084322929,/gps,0,1,42.293278,-71.2643615,33.2,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963771104230415,192,1480963771082410097,/gps,0,1,42.2932856667,-71.2643638333,33.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963772104360247,193,1480963772082509994,/gps,0,1,42.2932941667,-71.2643653333,32.9,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963773104864462,194,1480963773082321882,/gps,0,1,42.2933033333,-71.2643673333,32.8,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963774105298345,195,1480963774075236082,/gps,0,1,42.2933125,-71.2643691667,32.8,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963775105631577,196,1480963775082540035,/gps,0,1,42.2933211667,-71.26437,32.8,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963776105938494,197,1480963776084086894,/gps,0,1,42.293329,-71.2643695,33.0,2.3716,0.0,0.0,0.0,2.3716,0.0,0.0,0.0,9.4864,1
1480963777106256948,198,1480963777082305908,/gps,0,1,42.2933386667,-71.2643651667,34.6,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963778106506498,199,1480963778085254907,/gps,0,1,42.2933475,-71.2643635,35.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963779106814813,200,1480963779088687896,/gps,0,1,42.293358,-71.2643618333,35.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963780107324678,201,1480963780081433057,/gps,0,1,42.2933678333,-71.264357,36.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963781107462740,202,1480963781077658891,/gps,0,1,42.293377,-71.2643485,36.5,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963782107731862,203,1480963782080394983,/gps,0,1,42.2933856667,-71.264344,36.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963783107993955,204,1480963783080121994,/gps,0,1,42.2933941667,-71.2643396667,37.5,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963784108267289,205,1480963784082096099,/gps,0,1,42.2934033333,-71.26434,38.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963785074412074,206,1480963785073889017,/gps,0,1,42.2934121667,-71.2643363333,38.8,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963786076140622,207,1480963786078665018,/gps,0,1,42.2934235,-71.2643336667,38.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963787076968153,208,1480963787078444957,/gps,0,1,42.293435,-71.2643301667,39.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963788077705473,209,1480963788079689979,/gps,0,1,42.2934465,-71.2643243333,39.7,1.4641,0.0,0.0,0.0,1.4641,0.0,0.0,0.0,5.8564,1
1480963789078083759,210,1480963789080495119,/gps,0,1,42.2934553333,-71.2643151667,40.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963790078502352,211,1480963790080307006,/gps,0,1,42.2934656667,-71.2643098333,42.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963791078914191,212,1480963791076769113,/gps,0,1,42.2934763333,-71.2643051667,43.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963792079298421,213,1480963792076020956,/gps,0,1,42.2934888333,-71.264303,44.7,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963793079574250,214,1480963793077333927,/gps,0,1,42.2935011667,-71.2642955,46.3,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963794080065594,215,1480963794080234050,/gps,0,1,42.2935091667,-71.2642866667,46.8,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963795080445036,216,1480963795079891920,/gps,0,1,42.2935165,-71.2642775,46.6,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963796080671919,217,1480963796074053049,/gps,0,1,42.293526,-71.2642706667,46.4,3.4596,0.0,0.0,0.0,3.4596,0.0,0.0,0.0,13.8384,1
1480963797081416531,218,1480963797078510999,/gps,0,1,42.2935335,-71.2642596667,45.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963798081793796,219,1480963798078636884,/gps,0,1,42.2935405,-71.2642473333,45.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963799081890710,220,1480963799077370882,/gps,0,1,42.2935443333,-71.2642393333,45.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963800082439538,221,1480963800077246904,/gps,0,1,42.293554,-71.2642341667,45.1,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963801082755937,222,1480963801077718973,/gps,0,1,42.2935615,-71.2642251667,45.7,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963802083013556,223,1480963802084299087,/gps,0,1,42.2935681667,-71.2642151667,45.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963803083474559,224,1480963803073662042,/gps,0,1,42.2935761667,-71.2642068333,44.6,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963804083787731,225,1480963804077517986,/gps,0,1,42.2935855,-71.264198,44.8,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963805084170527,226,1480963805077625989,/gps,0,1,42.2935895,-71.2641886667,44.3,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963806084844277,227,1480963806078799009,/gps,0,1,42.2935953333,-71.264181,44.4,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963807085336602,228,1480963807078274965,/gps,0,1,42.2936025,-71.2641755,45.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963808085841692,229,1480963808075097084,/gps,0,1,42.2936111667,-71.2641765,45.8,2.6896,0.0,0.0,0.0,2.6896,0.0,0.0,0.0,10.7584,1
1480963809086405056,230,1480963809077359914,/gps,0,1,42.2936168333,-71.2641701667,46.4,2.6896,0.0,0.0,0.0,2.6896,0.0,0.0,0.0,10.7584,1
1480963810086541553,231,1480963810083482980,/gps,0,1,42.2936238333,-71.264157,46.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963811086909867,232,1480963811077474117,/gps,0,1,42.2936185,-71.2641546667,44.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963812087527631,233,1480963812077392101,/gps,0,1,42.2936266667,-71.2641491667,45.0,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963813087947042,234,1480963813076102972,/gps,0,1,42.2936271667,-71.2641508333,43.9,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963814088497917,235,1480963814075624942,/gps,0,1,42.2936293333,-71.2641608333,42.2,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963815088943379,236,1480963815076070070,/gps,0,1,42.2936361667,-71.2641603333,41.8,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963816089292779,237,1480963816076067924,/gps,0,1,42.2936425,-71.2641588333,41.0,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963817089647957,238,1480963817076508998,/gps,0,1,42.2936516667,-71.2641571667,40.3,5.1984,0.0,0.0,0.0,5.1984,0.0,0.0,0.0,20.7936,1
1480963818089972045,239,1480963818079226016,/gps,0,1,42.293656,-71.2641518333,40.6,5.1984,0.0,0.0,0.0,5.1984,0.0,0.0,0.0,20.7936,1
1480963819090435357,240,1480963819080435037,/gps,0,1,42.293666,-71.2641435,42.1,1.8496,0.0,0.0,0.0,1.8496,0.0,0.0,0.0,7.3984,1
1480963820090774898,241,1480963820079952001,/gps,0,1,42.2936718333,-71.2641341667,42.2,2.6896,0.0,0.0,0.0,2.6896,0.0,0.0,0.0,10.7584,1
1480963821091179036,242,1480963821079869985,/gps,0,1,42.293677,-71.2641245,42.4,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963822091401100,243,1480963822077527046,/gps,0,1,42.2936815,-71.2641156667,42.7,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963823091699821,244,1480963823074774026,/gps,0,1,42.2936861667,-71.2641058333,42.5,2.4964,0.0,0.0,0.0,2.4964,0.0,0.0,0.0,9.9856,1
1480963824092134266,245,1480963824078320980,/gps,0,1,42.2936898333,-71.2640936667,43.0,2.4964,0.0,0.0,0.0,2.4964,0.0,0.0,0.0,9.9856,1
1480963825092475212,246,1480963825075522899,/gps,0,1,42.2936938333,-71.2640836667,43.0,3.4225,0.0,0.0,0.0,3.4225,0.0,0.0,0.0,13.69,1
1480963826093109398,247,1480963826082993030,/gps,0,1,42.2936983333,-71.2640716667,44.9,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1480963827093441679,248,1480963827081661939,/gps,0,1,42.2936991667,-71.2640651667,43.8,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1480963828093744722,249,1480963828080209970,/gps,0,1,42.293703,-71.2640575,43.6,5.1529,0.0,0.0,0.0,5.1529,0.0,0.0,0.0,20.6116,1
1480963829094059795,250,1480963829079046964,/gps,0,1,42.2937078333,-71.2640458333,44.8,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963830094386239,251,1480963830077683925,/gps,0,1,42.2937135,-71.2640356667,45.5,2.6896,0.0,0.0,0.0,2.6896,0.0,0.0,0.0,10.7584,1
1480963831094820365,252,1480963831081202983,/gps,0,1,42.2937178333,-71.2640231667,46.2,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963832094902891,253,1480963832077461004,/gps,0,1,42.2937218333,-71.2640065,49.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963833095157766,254,1480963833079085111,/gps,0,1,42.2937256667,-71.2639935,50.7,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963834095671298,255,1480963834084063053,/gps,0,1,42.2937296667,-71.2639831667,51.7,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963835096076990,256,1480963835078577041,/gps,0,1,42.2937336667,-71.2639726667,52.9,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963836096287247,257,1480963836077666044,/gps,0,1,42.2937391667,-71.2639638333,52.3,2.6896,0.0,0.0,0.0,2.6896,0.0,0.0,0.0,10.7584,1
1480963837096698929,258,1480963837079762935,/gps,0,1,42.2937446667,-71.2639526667,53.2,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963838096874954,259,1480963838086169958,/gps,0,1,42.2937503333,-71.2639408333,53.9,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963839097438517,260,1480963839090755939,/gps,0,1,42.2937541667,-71.263928,54.8,1.8225,0.0,0.0,0.0,1.8225,0.0,0.0,0.0,7.29,1
1480963840097790847,261,1480963840077008008,/gps,0,1,42.2937586667,-71.2639175,54.8,5.1529,0.0,0.0,0.0,5.1529,0.0,0.0,0.0,20.6116,1
1480963841097931424,262,1480963841075835943,/gps,0,1,42.2937593333,-71.2639051667,56.5,2.7889,0.0,0.0,0.0,2.7889,0.0,0.0,0.0,11.1556,1
1480963842098272276,263,1480963842077255010,/gps,0,1,42.2937625,-71.2638995,59.1,2.7889,0.0,0.0,0.0,2.7889,0.0,0.0,0.0,11.1556,1
1480963843098554832,264,1480963843075829982,/gps,0,1,42.2937586667,-71.2638883333,60.9,2.7889,0.0,0.0,0.0,2.7889,0.0,0.0,0.0,11.1556,1
1480963844099004621,265,1480963844082739114,/gps,0,1,42.2937608333,-71.2638781667,61.9,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963845099108989,266,1480963845082695960,/gps,0,1,42.2937636667,-71.2638665,62.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963846099502658,267,1480963846080121994,/gps,0,1,42.2937681667,-71.2638525,64.1,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963847099705867,268,1480963847082225084,/gps,0,1,42.2937655,-71.2638426667,64.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963848100064111,269,1480963848080943107,/gps,0,1,42.293771,-71.2638333333,64.4,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963849100366136,270,1480963849081036090,/gps,0,1,42.2937693333,-71.2638193333,64.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963850100512800,271,1480963850081026077,/gps,0,1,42.2937681667,-71.2638065,63.7,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963851100956929,272,1480963851078517913,/gps,0,1,42.2937726667,-71.2637956667,64.2,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963852101277541,273,1480963852081284046,/gps,0,1,42.2937758333,-71.2637843333,64.8,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963853101400334,274,1480963853082783937,/gps,0,1,42.2937693333,-71.263771,63.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963854101614919,275,1480963854078140974,/gps,0,1,42.2937673333,-71.2637565,61.9,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963855102182677,276,1480963855080944061,/gps,0,1,42.2937666667,-71.2637461667,62.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963856102476688,277,1480963856083467960,/gps,0,1,42.2937606667,-71.2637333333,62.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963857102648699,278,1480963857084079980,/gps,0,1,42.2937623333,-71.263722,61.3,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963858102899591,279,1480963858081300973,/gps,0,1,42.2937683333,-71.2637121667,59.5,1.9881,0.0,0.0,0.0,1.9881,0.0,0.0,0.0,7.9524,1
1480963859103252867,280,1480963859083508014,/gps,0,1,42.2937716667,-71.263701,58.5,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963860103732963,281,1480963860079351902,/gps,0,1,42.2937723333,-71.2636888333,58.6,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1480963861103948685,282,1480963861078339099,/gps,0,1,42.2937693333,-71.2636765,58.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963862104128558,283,1480963862086374998,/gps,0,1,42.2937683333,-71.2636648333,58.6,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963863104370576,284,1480963863081607103,/gps,0,1,42.2937598333,-71.2636581667,55.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963864104769669,285,1480963864082722902,/gps,0,1,42.2937596667,-71.2636556667,55.0,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963865105164697,286,1480963865077267885,/gps,0,1,42.2937596667,-71.2636556667,55.2,1.3225,0.0,0.0,0.0,1.3225,0.0,0.0,0.0,5.29,1
1480963866105631865,287,1480963866081408023,/gps,0,1,42.2937586667,-71.2636556667,55.1,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1480963867106073249,288,1480963867078968048,/gps,0,1,42.2937576667,-71.2636558333,55.0,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1480963868106274670,289,1480963868078331947,/gps,0,1,42.2937578333,-71.2636551667,55.3,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
